filename,cd_alg,pc_alpha,graph_p_threshold,velocity_angle,velocity_magnitude,react_rate,init_concentration,t_max,diff_coefs_serial,M-Stencil Angle Difference,angle_error_exceeds_45
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_3.464101615137755_1.9999999999999998_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,4.0,1.0,50,0.8,0.1,11.514789260387971,False
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_2.897777478867205_0.7764571353075622_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,3.0,1.0,50,0.8,0.005,14.5594323723422,False
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_4.0_0.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,0,4.0,1.0,50,0.8,0.005,0.0,False
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_2.4492935982947064e-16_4.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,4.0,1.0,50,0.8,0.005,0.0,False
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_2.121320343559643_2.1213203435596424_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,3.0,1.0,50,0.8,0.005,0.0,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_6.123233995736766e-17_1.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,1.0,1.0,50,0.8,0.05,1.3971298817153865,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_0.25881904510252074_0.9659258262890683_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,75,1.0,1.0,50,0.8,0.05,11.54235647831257,False
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_2.8284271247461903_2.82842712474619_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,4.0,1.0,50,0.8,0.01,0.0,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_0.7500000000000002_1.299038105676658_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,60,1.5,1.0,50,0.8,0.05,105.0,True
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_1.0606601717798214_1.0606601717798212_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,1.5,1.0,50,0.8,0.01,0.0,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_1.7320508075688774_0.9999999999999999_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,2.0,1.0,50,0.8,0.05,4.200623225535736,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_0.6470476127563018_2.4148145657226707_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,75,2.5,1.0,50,0.8,0.05,2.934457343120414,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_3.0_0.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,0,3.0,1.0,50,0.8,0.2,0.005979334565381578,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_1.9318516525781366_0.5176380902050415_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,2.0,1.0,50,0.8,0.05,5.104478248989636,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_1.5308084989341916e-16_2.5_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,2.5,1.0,50,0.8,0.2,0.000207725947916515,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_6.123233995736766e-17_1.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,1.0,1.0,50,0.8,0.2,179.99999999999994,True
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_0.6470476127563018_2.4148145657226707_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,75,2.5,1.0,50,0.8,0.005,14.347039188186045,False
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_1.9318516525781366_0.5176380902050415_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,2.0,1.0,50,0.8,0.005,13.68727908442358,False
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_1.7320508075688774_0.9999999999999999_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,2.0,1.0,50,0.8,0.005,36.92108639306275,False
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_1.4142135623730951_1.414213562373095_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,2.0,1.0,50,0.8,0.4,2.842170943040401e-14,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_0.8660254037844387_0.49999999999999994_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,1.0,1.0,50,0.8,0.2,106.44956961355086,True
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_2.0000000000000004_3.4641016151377544_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,60,4.0,1.0,50,0.8,0.1,11.564841722287326,False
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_1.4142135623730951_1.414213562373095_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,2.0,1.0,50,0.8,0.1,0.009636088911378238,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_2.4492935982947064e-16_4.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,4.0,1.0,50,0.8,0.2,0.043806165630769556,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_1.4488887394336025_0.3882285676537811_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,1.5,1.0,50,0.8,0.05,23.61948814068191,False
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_1.035276180410083_3.8637033051562732_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,75,4.0,1.0,50,0.8,0.1,55.51576541446079,True
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_1.2500000000000002_2.1650635094610964_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,60,2.5,1.0,50,0.8,0.005,8.922645141426187,False
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_3.0_0.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,0,3.0,1.0,50,0.8,0.01,0.0,False
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_0.9659258262890683_0.25881904510252074_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,1.0,1.0,50,0.8,0.01,48.8905971076702,True
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_2.4492935982947064e-16_4.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,4.0,1.0,50,0.8,0.4,0.008042037761526899,False
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_1.5308084989341916e-16_2.5_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,2.5,1.0,50,0.8,0.4,179.77451904697534,True
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_1.7677669529663689_1.7677669529663687_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,2.5,1.0,50,0.8,0.005,0.0,False
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_1.2246467991473532e-16_2.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,2.0,1.0,50,0.8,0.1,0.0019454199132269423,False
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_6.123233995736766e-17_1.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,1.0,1.0,50,0.8,0.1,180.0,True
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_1.035276180410083_3.8637033051562732_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,75,4.0,1.0,50,0.8,0.4,17.99209280692787,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_0.25881904510252074_0.9659258262890683_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,75,1.0,1.0,50,0.8,0.2,28.152615716884412,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_2.8284271247461903_2.82842712474619_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,4.0,1.0,50,0.8,0.05,0.0025072183180441243,False
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_0.7500000000000002_1.299038105676658_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,60,1.5,1.0,50,0.8,0.01,7.140880046749658,False
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_0.5176380902050415_1.9318516525781366_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,75,2.0,1.0,50,0.8,0.4,61.046001699913944,True
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_2.0000000000000004_3.4641016151377544_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,60,4.0,1.0,50,0.8,0.05,15.223770114260077,False
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_1.0_0.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,0,1.0,1.0,50,0.8,0.1,180.0,True
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_1.0_0.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,0,1.0,1.0,50,0.8,0.4,0.1015055102186011,False
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_2.598076211353316_1.4999999999999998_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,3.0,1.0,50,0.8,0.005,0.0224385308054309,False
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_1.4488887394336025_0.3882285676537811_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,1.5,1.0,50,0.8,0.1,11.27426071806434,False
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_2.0_0.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,0,2.0,1.0,50,0.8,0.01,0.00035703748588389317,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_1.5_0.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,0,1.5,1.0,50,0.8,0.2,0.04866938435918655,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_1.0_0.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,0,1.0,1.0,50,0.8,0.05,0.33444448397051474,False
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_2.4148145657226707_0.6470476127563018_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,2.5,1.0,50,0.8,0.4,24.43174211488531,False
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_1.0000000000000002_1.7320508075688772_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,60,2.0,1.0,50,0.8,0.4,34.49519484438156,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_9.184850993605148e-17_1.5_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,1.5,1.0,50,0.8,0.05,0.0022704656732059902,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_0.7500000000000002_1.299038105676658_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,60,1.5,1.0,50,0.8,0.2,55.8744697192804,True
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_1.5000000000000004_2.598076211353316_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,60,3.0,1.0,50,0.8,0.4,0.8460611046051838,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_1.8369701987210297e-16_3.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,3.0,1.0,50,0.8,0.05,0.05493828933589384,False
ADR_circle_0.0_0.0_50_0.4_0.4_1.0_1.0_constant_2.5_0.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,0,2.5,1.0,50,0.8,0.4,179.69129376697654,True
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_2.5_0.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,0,2.5,1.0,50,0.8,0.1,0.007980367044694958,False
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_1.299038105676658_0.7499999999999999_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,1.5,1.0,50,0.8,0.005,4.031306983959496,False
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_1.7677669529663689_1.7677669529663687_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,45,2.5,1.0,50,0.8,0.1,0.0019023956125181485,False
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_1.2500000000000002_2.1650635094610964_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,60,2.5,1.0,50,0.8,0.1,18.14029864364545,False
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_1.5000000000000004_2.598076211353316_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,60,3.0,1.0,50,0.8,0.1,14.44864755557498,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_9.184850993605148e-17_1.5_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,1.5,1.0,50,0.8,0.2,0.06387682837956277,False
ADR_circle_0.0_0.0_50_0.005_0.005_1.0_1.0_constant_2.0000000000000004_3.4641016151377544_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,60,4.0,1.0,50,0.8,0.005,14.38606458617133,False
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_9.184850993605148e-17_1.5_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,90,1.5,1.0,50,0.8,0.1,0.0,False
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_2.5_0.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,0,2.5,1.0,50,0.8,0.05,0.00911288873197691,False
ADR_circle_0.0_0.0_50_0.2_0.2_1.0_1.0_constant_2.0_0.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,0,2.0,1.0,50,0.8,0.2,179.86625412503582,True
ADR_circle_0.0_0.0_50_0.05_0.05_1.0_1.0_constant_0.8660254037844387_0.49999999999999994_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,1.0,1.0,50,0.8,0.05,12.187276824677951,False
ADR_circle_0.0_0.0_50_0.01_0.01_1.0_1.0_constant_1.5_0.0_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,0,1.5,1.0,50,0.8,0.01,0.0010504700083515672,False
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_0.6470476127563018_2.4148145657226707_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,75,2.5,1.0,50,0.8,0.1,50.0894342513254,True
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_1.9318516525781366_0.5176380902050415_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,15,2.0,1.0,50,0.8,0.1,6.507914181553986,False
ADR_circle_0.0_0.0_50_0.1_0.1_1.0_1.0_constant_1.7320508075688774_0.9999999999999999_1_1.0_0.02_3.0_1.0_100_50_0.0_0.8_101_stencil_results_0.01_0.01_0.0_pc.pkl,pc,0.01,0.01,30,2.0,1.0,50,0.8,0.1,3.5859811308057488,False
